"Varname","Theme","ThemeEn","VarLabel","VarLabelEn","numLevel","textLevel","textLabelEn","Type","coeff_label"
"KAspodauC_k","Körperliche Aktivität (1501)","Physical Activity (1501)","Sport pro Woche insgesamt (in 30 min kategoriesiert)","Sports week in total (category Siert in 30 min)",13,"361 bis 390 Minuten","361 to 390 minutes","Ordinal","KAspodauC_k13"
"KAspodauC_k","Körperliche Aktivität (1501)","Physical Activity (1501)","Sport pro Woche insgesamt (in 30 min kategoriesiert)","Sports week in total (category Siert in 30 min)",14,"391 bis 420 Minuten","391 to 420 minutes","Ordinal","KAspodauC_k14"
"KAspodauC_k","Körperliche Aktivität (1501)","Physical Activity (1501)","Sport pro Woche insgesamt (in 30 min kategoriesiert)","Sports week in total (category Siert in 30 min)",15,"421 bis 450 Minuten","421 to 450 minutes","Ordinal","KAspodauC_k15"
"KAspodauC_k","Körperliche Aktivität (1501)","Physical Activity (1501)","Sport pro Woche insgesamt (in 30 min kategoriesiert)","Sports week in total (category Siert in 30 min)",16,"451 bis 480 Minuten","451 to 480 minutes","Ordinal","KAspodauC_k16"
"KAspodauC_k","Körperliche Aktivität (1501)","Physical Activity (1501)","Sport pro Woche insgesamt (in 30 min kategoriesiert)","Sports week in total (category Siert in 30 min)",17,"481 bis 510 Minuten","481-510 minutes","Ordinal","KAspodauC_k17"
"KAspodauC_k","Körperliche Aktivität (1501)","Physical Activity (1501)","Sport pro Woche insgesamt (in 30 min kategoriesiert)","Sports week in total (category Siert in 30 min)",18,"511 bis 540 Minuten","511 to 540 minutes","Ordinal","KAspodauC_k18"
"KAspodauC_k","Körperliche Aktivität (1501)","Physical Activity (1501)","Sport pro Woche insgesamt (in 30 min kategoriesiert)","Sports week in total (category Siert in 30 min)",19,"541 bis 570 Minuten","541-570 minutes","Ordinal","KAspodauC_k19"
"KAspodauC_k","Körperliche Aktivität (1501)","Physical Activity (1501)","Sport pro Woche insgesamt (in 30 min kategoriesiert)","Sports week in total (category Siert in 30 min)",2,"31 bis 60 Minuten","31 to 60 minutes","Ordinal","KAspodauC_k2"
"KAspodauC_k","Körperliche Aktivität (1501)","Physical Activity (1501)","Sport pro Woche insgesamt (in 30 min kategoriesiert)","Sports week in total (category Siert in 30 min)",20,"571 bis 600 Minuten","571 to 600 minutes","Ordinal","KAspodauC_k20"
"KAspodauC_k","Körperliche Aktivität (1501)","Physical Activity (1501)","Sport pro Woche insgesamt (in 30 min kategoriesiert)","Sports week in total (category Siert in 30 min)",21,"601 bis 630 Minuten","601-630 minutes","Ordinal","KAspodauC_k21"
"KAspodauC_k","Körperliche Aktivität (1501)","Physical Activity (1501)","Sport pro Woche insgesamt (in 30 min kategoriesiert)","Sports week in total (category Siert in 30 min)",22,"631 bis 660 Minuten","631 to 660 minutes","Ordinal","KAspodauC_k22"
"KAspodauC_k","Körperliche Aktivität (1501)","Physical Activity (1501)","Sport pro Woche insgesamt (in 30 min kategoriesiert)","Sports week in total (category Siert in 30 min)",23,"661 bis 690 Minuten","661 to 690 minutes","Ordinal","KAspodauC_k23"
"KAspodauC_k","Körperliche Aktivität (1501)","Physical Activity (1501)","Sport pro Woche insgesamt (in 30 min kategoriesiert)","Sports week in total (category Siert in 30 min)",24,"691 bis 720 Minuten","691 to 720 minutes","Ordinal","KAspodauC_k24"
"KAspodauC_k","Körperliche Aktivität (1501)","Physical Activity (1501)","Sport pro Woche insgesamt (in 30 min kategoriesiert)","Sports week in total (category Siert in 30 min)",25,"721 bis 750 Minuten","721-750 minutes","Ordinal","KAspodauC_k25"
"KAspodauC_k","Körperliche Aktivität (1501)","Physical Activity (1501)","Sport pro Woche insgesamt (in 30 min kategoriesiert)","Sports week in total (category Siert in 30 min)",26,"751 bis 780 Minuten","751 to 780 minutes","Ordinal","KAspodauC_k26"
"KAspodauC_k","Körperliche Aktivität (1501)","Physical Activity (1501)","Sport pro Woche insgesamt (in 30 min kategoriesiert)","Sports week in total (category Siert in 30 min)",27,"781 bis 810 Minuten","781-810 minutes","Ordinal","KAspodauC_k27"
"KAspodauC_k","Körperliche Aktivität (1501)","Physical Activity (1501)","Sport pro Woche insgesamt (in 30 min kategoriesiert)","Sports week in total (category Siert in 30 min)",28,"811 bis 840 Minuten","811-840 minutes","Ordinal","KAspodauC_k28"
"KAspodauC_k","Körperliche Aktivität (1501)","Physical Activity (1501)","Sport pro Woche insgesamt (in 30 min kategoriesiert)","Sports week in total (category Siert in 30 min)",29,"841 bis 870 Minuten","841 to 870 minutes","Ordinal","KAspodauC_k29"
"KAspodauC_k","Körperliche Aktivität (1501)","Physical Activity (1501)","Sport pro Woche insgesamt (in 30 min kategoriesiert)","Sports week in total (category Siert in 30 min)",3,"61 bis 90 Minuten","61 to 90 minutes","Ordinal","KAspodauC_k3"
"KAspodauC_k","Körperliche Aktivität (1501)","Physical Activity (1501)","Sport pro Woche insgesamt (in 30 min kategoriesiert)","Sports week in total (category Siert in 30 min)",30,"871 bis 900 Minuten","871 to 900 minutes","Ordinal","KAspodauC_k30"
"KAspodauC_k","Körperliche Aktivität (1501)","Physical Activity (1501)","Sport pro Woche insgesamt (in 30 min kategoriesiert)","Sports week in total (category Siert in 30 min)",31,"901 bis 930 Minuten","901 to 930 minutes","Ordinal","KAspodauC_k31"
"KAspodauC_k","Körperliche Aktivität (1501)","Physical Activity (1501)","Sport pro Woche insgesamt (in 30 min kategoriesiert)","Sports week in total (category Siert in 30 min)",32,"931 bis 960 Minuten","931 to 960 minutes","Ordinal","KAspodauC_k32"
"KAspodauC_k","Körperliche Aktivität (1501)","Physical Activity (1501)","Sport pro Woche insgesamt (in 30 min kategoriesiert)","Sports week in total (category Siert in 30 min)",33,"961 bis 990 Minuten","961 to 990 minutes","Ordinal","KAspodauC_k33"
"KAspodauC_k","Körperliche Aktivität (1501)","Physical Activity (1501)","Sport pro Woche insgesamt (in 30 min kategoriesiert)","Sports week in total (category Siert in 30 min)",34,"991 bis 1020 Minuten","991-1020 minutes","Ordinal","KAspodauC_k34"
"KAspodauC_k","Körperliche Aktivität (1501)","Physical Activity (1501)","Sport pro Woche insgesamt (in 30 min kategoriesiert)","Sports week in total (category Siert in 30 min)",35,"1021 bis 1050 Minuten","1021 to 1050 minutes","Ordinal","KAspodauC_k35"
"KAspodauC_k","Körperliche Aktivität (1501)","Physical Activity (1501)","Sport pro Woche insgesamt (in 30 min kategoriesiert)","Sports week in total (category Siert in 30 min)",36,"1051 bis 1080 Minuten","1051-1080 minutes","Ordinal","KAspodauC_k36"
"KAspodauC_k","Körperliche Aktivität (1501)","Physical Activity (1501)","Sport pro Woche insgesamt (in 30 min kategoriesiert)","Sports week in total (category Siert in 30 min)",37,"1081 bis 1110 Minuten","1081-1110 minutes","Ordinal","KAspodauC_k37"
"KAspodauC_k","Körperliche Aktivität (1501)","Physical Activity (1501)","Sport pro Woche insgesamt (in 30 min kategoriesiert)","Sports week in total (category Siert in 30 min)",38,"1111 bis 1140 Minuten","1111 to 1140 minutes","Ordinal","KAspodauC_k38"
"KAspodauC_k","Körperliche Aktivität (1501)","Physical Activity (1501)","Sport pro Woche insgesamt (in 30 min kategoriesiert)","Sports week in total (category Siert in 30 min)",39,"1141 bis 1170 Minuten","1141 to 1170 minutes","Ordinal","KAspodauC_k39"
"KAspodauC_k","Körperliche Aktivität (1501)","Physical Activity (1501)","Sport pro Woche insgesamt (in 30 min kategoriesiert)","Sports week in total (category Siert in 30 min)",4,"91 bis 120 Minuten","91 to 120 minutes","Ordinal","KAspodauC_k4"
"KAspodauC_k","Körperliche Aktivität (1501)","Physical Activity (1501)","Sport pro Woche insgesamt (in 30 min kategoriesiert)","Sports week in total (category Siert in 30 min)",40,"1171 bis 1200 Minuten","1,171 to 1,200 minutes","Ordinal","KAspodauC_k40"
"KAspodauC_k","Körperliche Aktivität (1501)","Physical Activity (1501)","Sport pro Woche insgesamt (in 30 min kategoriesiert)","Sports week in total (category Siert in 30 min)",41,"1201 bis 1230 Minuten","1201-1230 minutes","Ordinal","KAspodauC_k41"
"KAspodauC_k","Körperliche Aktivität (1501)","Physical Activity (1501)","Sport pro Woche insgesamt (in 30 min kategoriesiert)","Sports week in total (category Siert in 30 min)",42,"1231 bis 1260 Minuten","1231-1260 minutes","Ordinal","KAspodauC_k42"
"KAspodauC_k","Körperliche Aktivität (1501)","Physical Activity (1501)","Sport pro Woche insgesamt (in 30 min kategoriesiert)","Sports week in total (category Siert in 30 min)",43,"1261 bis 1290 Minuten","1261-1290 minutes","Ordinal","KAspodauC_k43"
"KAspodauC_k","Körperliche Aktivität (1501)","Physical Activity (1501)","Sport pro Woche insgesamt (in 30 min kategoriesiert)","Sports week in total (category Siert in 30 min)",44,"1291 bis 1320 Minuten","1291-1320 minutes","Ordinal","KAspodauC_k44"
"KAspodauC_k","Körperliche Aktivität (1501)","Physical Activity (1501)","Sport pro Woche insgesamt (in 30 min kategoriesiert)","Sports week in total (category Siert in 30 min)",45,"1321 bis 1350 Minuten","1321-1350 minutes","Ordinal","KAspodauC_k45"
"KAspodauC_k","Körperliche Aktivität (1501)","Physical Activity (1501)","Sport pro Woche insgesamt (in 30 min kategoriesiert)","Sports week in total (category Siert in 30 min)",46,"1351 bis 1380 Minuten","1351-1380 minutes","Ordinal","KAspodauC_k46"
"KAspodauC_k","Körperliche Aktivität (1501)","Physical Activity (1501)","Sport pro Woche insgesamt (in 30 min kategoriesiert)","Sports week in total (category Siert in 30 min)",47,"1381 bis 1410 Minuten","1381 to 1410 minutes","Ordinal","KAspodauC_k47"
"KAspodauC_k","Körperliche Aktivität (1501)","Physical Activity (1501)","Sport pro Woche insgesamt (in 30 min kategoriesiert)","Sports week in total (category Siert in 30 min)",48,"1411 bis 1440 Minuten","1411 to 1440 minutes","Ordinal","KAspodauC_k48"
"KAspodauC_k","Körperliche Aktivität (1501)","Physical Activity (1501)","Sport pro Woche insgesamt (in 30 min kategoriesiert)","Sports week in total (category Siert in 30 min)",49,"1441 bis 1470 Minuten","1441 to 1470 minutes","Ordinal","KAspodauC_k49"
"KAspodauC_k","Körperliche Aktivität (1501)","Physical Activity (1501)","Sport pro Woche insgesamt (in 30 min kategoriesiert)","Sports week in total (category Siert in 30 min)",5,"121 bis 150 Minuten","121 to 150 minutes","Ordinal","KAspodauC_k5"
"KAspodauC_k","Körperliche Aktivität (1501)","Physical Activity (1501)","Sport pro Woche insgesamt (in 30 min kategoriesiert)","Sports week in total (category Siert in 30 min)",50,"1471 bis 1500 Minuten","1471 to 1500 minutes","Ordinal","KAspodauC_k50"
"KAspodauC_k","Körperliche Aktivität (1501)","Physical Activity (1501)","Sport pro Woche insgesamt (in 30 min kategoriesiert)","Sports week in total (category Siert in 30 min)",51,"1501 bis 1530 Minuten","1501 to 1530 minutes","Ordinal","KAspodauC_k51"
"KAspodauC_k","Körperliche Aktivität (1501)","Physical Activity (1501)","Sport pro Woche insgesamt (in 30 min kategoriesiert)","Sports week in total (category Siert in 30 min)",52,"1531 bis 1560 Minuten","1531 to 1560 minutes","Ordinal","KAspodauC_k52"
"KAspodauC_k","Körperliche Aktivität (1501)","Physical Activity (1501)","Sport pro Woche insgesamt (in 30 min kategoriesiert)","Sports week in total (category Siert in 30 min)",53,"1561 bis 1590 Minuten","1561-1590 minutes","Ordinal","KAspodauC_k53"
"KAspodauC_k","Körperliche Aktivität (1501)","Physical Activity (1501)","Sport pro Woche insgesamt (in 30 min kategoriesiert)","Sports week in total (category Siert in 30 min)",54,"1591 bis 1620 Minuten","1591-1620 minutes","Ordinal","KAspodauC_k54"
"KAspodauC_k","Körperliche Aktivität (1501)","Physical Activity (1501)","Sport pro Woche insgesamt (in 30 min kategoriesiert)","Sports week in total (category Siert in 30 min)",55,"1621 bis 1650 Minuten","1621-1650 minutes","Ordinal","KAspodauC_k55"
"KAspodauC_k","Körperliche Aktivität (1501)","Physical Activity (1501)","Sport pro Woche insgesamt (in 30 min kategoriesiert)","Sports week in total (category Siert in 30 min)",56,"1651 bis 1680 Minuten","1651-1680 minutes","Ordinal","KAspodauC_k56"
"KAspodauC_k","Körperliche Aktivität (1501)","Physical Activity (1501)","Sport pro Woche insgesamt (in 30 min kategoriesiert)","Sports week in total (category Siert in 30 min)",57,"1681 bis 1710 Minuten","1681 to 1710 minutes","Ordinal","KAspodauC_k57"
"KAspodauC_k","Körperliche Aktivität (1501)","Physical Activity (1501)","Sport pro Woche insgesamt (in 30 min kategoriesiert)","Sports week in total (category Siert in 30 min)",58,"1711 bis 1740 Minuten","1711-1740 minutes","Ordinal","KAspodauC_k58"
"KAspodauC_k","Körperliche Aktivität (1501)","Physical Activity (1501)","Sport pro Woche insgesamt (in 30 min kategoriesiert)","Sports week in total (category Siert in 30 min)",59,"1741 bis 1770 Minuten","1741 to 1770 minutes","Ordinal","KAspodauC_k59"
"KAspodauC_k","Körperliche Aktivität (1501)","Physical Activity (1501)","Sport pro Woche insgesamt (in 30 min kategoriesiert)","Sports week in total (category Siert in 30 min)",6,"151 bis 180 Minuten","151 to 180 minutes","Ordinal","KAspodauC_k6"
"KAspodauC_k","Körperliche Aktivität (1501)","Physical Activity (1501)","Sport pro Woche insgesamt (in 30 min kategoriesiert)","Sports week in total (category Siert in 30 min)",60,"1771 bis 1800 Minuten","1771 to 1800 minutes","Ordinal","KAspodauC_k60"
"KAspodauC_k","Körperliche Aktivität (1501)","Physical Activity (1501)","Sport pro Woche insgesamt (in 30 min kategoriesiert)","Sports week in total (category Siert in 30 min)",61,"Mehr als 30 Stunden","More than 30 hours","Ordinal","KAspodauC_k61"
"KAspodauC_k","Körperliche Aktivität (1501)","Physical Activity (1501)","Sport pro Woche insgesamt (in 30 min kategoriesiert)","Sports week in total (category Siert in 30 min)",7,"181 bis 210 Minuten","181 to 210 minutes","Ordinal","KAspodauC_k7"
"KAspodauC_k","Körperliche Aktivität (1501)","Physical Activity (1501)","Sport pro Woche insgesamt (in 30 min kategoriesiert)","Sports week in total (category Siert in 30 min)",8,"211 bis 240 Minuten","211 to 240 minutes","Ordinal","KAspodauC_k8"
"KAspodauC_k","Körperliche Aktivität (1501)","Physical Activity (1501)","Sport pro Woche insgesamt (in 30 min kategoriesiert)","Sports week in total (category Siert in 30 min)",9,"241 bis 270 Minuten","241 to 270 minutes","Ordinal","KAspodauC_k9"
"KAehispaq8","Körperliche Aktivität (1501)","Physical Activity (1501)","Aufbau/Kräftigung: Tage pro Woche","Building / strengthening: days a week",0,"Nie oder seltener als 1 Tag pro Woche","Never or rarely than 1 day per week","Scale","KAehispaq80"
"KAgfka","Körperliche Aktivität (1501)","Physical Activity (1501)","Einhalt. aerobe WHO-Bew.empf. (mit Gehen >= 150 Min. aerobe körp. Aktiv./Wo)","Stop. aerobic WHO Bew.empf. (With Go> = 150 min. Aerobic körp. Aktiv./Wo)",-97,"Nicht erhoben","not applicable","Nominal","KAgfka-97"
"KAgfka","Körperliche Aktivität (1501)","Physical Activity (1501)","Einhalt. aerobe WHO-Bew.empf. (mit Gehen >= 150 Min. aerobe körp. Aktiv./Wo)","Stop. aerobic WHO Bew.empf. (With Go> = 150 min. Aerobic körp. Aktiv./Wo)",1,"Ja","Yes","Nominal","KAgfka1"
"KAgfka","Körperliche Aktivität (1501)","Physical Activity (1501)","Einhalt. aerobe WHO-Bew.empf. (mit Gehen >= 150 Min. aerobe körp. Aktiv./Wo)","Stop. aerobic WHO Bew.empf. (With Go> = 150 min. Aerobic körp. Aktiv./Wo)",2,"Nein","No","Nominal","KAgfka2"
"KAgfa","Körperliche Aktivität (1501)","Physical Activity (1501)",">= 150 min Ausdaueraktiv.und 2 x/ Woche Aktiv. zur Muskelkräft.(Einhalt. beider WHO-Empf.)","> = 150 min Ausdaueraktiv.und 2x / week Active. for Muskelkräft. (stop. WHO both Sens.)",-97,"Nicht erhoben","not applicable","Nominal","KAgfa-97"
"KAgfa","Körperliche Aktivität (1501)","Physical Activity (1501)",">= 150 min Ausdaueraktiv.und 2 x/ Woche Aktiv. zur Muskelkräft.(Einhalt. beider WHO-Empf.)","> = 150 min Ausdaueraktiv.und 2x / week Active. for Muskelkräft. (stop. WHO both Sens.)",1,"Ja","Yes","Nominal","KAgfa1"
"KAgfa","Körperliche Aktivität (1501)","Physical Activity (1501)",">= 150 min Ausdaueraktiv.und 2 x/ Woche Aktiv. zur Muskelkräft.(Einhalt. beider WHO-Empf.)","> = 150 min Ausdaueraktiv.und 2x / week Active. for Muskelkräft. (stop. WHO both Sens.)",2,"Nein","No","Nominal","KAgfa2"
"KAgfka1","Körperliche Aktivität (1501)","Physical Activity (1501)","Einhalt. aerobe WHO-Bew.empf. (o. Gehen >= 150 Min. aerobe körp. Aktiv./Wo)","Stop. aerobic WHO Bew.empf. (O. Go> = 150 aerobic körp. Aktiv./Wo min.)",-97,"Nicht erhoben","not applicable","Nominal","KAgfka1-97"
"KAgfka1","Körperliche Aktivität (1501)","Physical Activity (1501)","Einhalt. aerobe WHO-Bew.empf. (o. Gehen >= 150 Min. aerobe körp. Aktiv./Wo)","Stop. aerobic WHO Bew.empf. (O. Go> = 150 aerobic körp. Aktiv./Wo min.)",1,"Ja","Yes","Nominal","KAgfka11"
"KAgfka1","Körperliche Aktivität (1501)","Physical Activity (1501)","Einhalt. aerobe WHO-Bew.empf. (o. Gehen >= 150 Min. aerobe körp. Aktiv./Wo)","Stop. aerobic WHO Bew.empf. (O. Go> = 150 aerobic körp. Aktiv./Wo min.)",2,"Nein","No","Nominal","KAgfka12"
"KAgfmk","Körperliche Aktivität (1501)","Physical Activity (1501)","WHO-Empf. zur Muskelkräft. (>= 2x/Wo. Aktivit. zur Muskelkräftigung)","WHO Rec. to Muskelkräft. (> = 2x / wk. Activities. To strengthen the muscles)",-97,"Nicht erhoben","not applicable","Nominal","KAgfmk-97"
"KAgfmk","Körperliche Aktivität (1501)","Physical Activity (1501)","WHO-Empf. zur Muskelkräft. (>= 2x/Wo. Aktivit. zur Muskelkräftigung)","WHO Rec. to Muskelkräft. (> = 2x / wk. Activities. To strengthen the muscles)",1,"Ja","Yes","Nominal","KAgfmk1"
"KAgfmk","Körperliche Aktivität (1501)","Physical Activity (1501)","WHO-Empf. zur Muskelkräft. (>= 2x/Wo. Aktivit. zur Muskelkräftigung)","WHO Rec. to Muskelkräft. (> = 2x / wk. Activities. To strengthen the muscles)",2,"Nein","No","Nominal","KAgfmk2"
"IPinfl4","Impfungen (1402)","Vaccinations (1402)","Letzte Grippeimpfung","Last flu shot",1,"Es ist zu lange her (Keine Impfung im vergangenen Jahr)","It's been too long (no vaccination in the past year)","Nominal","IPinfl41"
"IPinfl4","Impfungen (1402)","Vaccinations (1402)","Letzte Grippeimpfung","Last flu shot",2,"Noch nie","Never","Nominal","IPinfl42"
"IPinfl4","Impfungen (1402)","Vaccinations (1402)","Letzte Grippeimpfung","Last flu shot",3,"Impfdatum vorhanden","vaccination date available","Nominal","IPinfl43"
"IPinfl6B","Impfungen (1402)","Vaccinations (1402)","Häufigkeit Grippeimpfung, generiert","Frequency flu vaccine generated",-96,"Filterbedingt fehlend (keine Grippeimpfung)","Filter Due missing (no flu shots)","Ordinal","IPinfl6B-96"
"IPinfl6B","Impfungen (1402)","Vaccinations (1402)","Häufigkeit Grippeimpfung, generiert","Frequency flu vaccine generated",1,"Gar nicht","Not at all","Ordinal","IPinfl6B1"
"IPinfl6B","Impfungen (1402)","Vaccinations (1402)","Häufigkeit Grippeimpfung, generiert","Frequency flu vaccine generated",2,"1-2 Mal","1-2 times","Ordinal","IPinfl6B2"
"IPinfl6B","Impfungen (1402)","Vaccinations (1402)","Häufigkeit Grippeimpfung, generiert","Frequency flu vaccine generated",3,"3-4 Mal","3-4 times","Ordinal","IPinfl6B3"
"IPinfl6B","Impfungen (1402)","Vaccinations (1402)","Häufigkeit Grippeimpfung, generiert","Frequency flu vaccine generated",4,"5 Mal","5 times","Ordinal","IPinfl6B4"
"IPtet_lz","Impfungen (1402)","Vaccinations (1402)","Letzte Tetanusimpfung","Last tetanus shot",-95,"Eingangsfrage wn","Initial question wn","Ordinal","IPtet_lz-95"
"IPtet_lz","Impfungen (1402)","Vaccinations (1402)","Letzte Tetanusimpfung","Last tetanus shot",-96,"Filterbed. fehlend (keine Tetanusimpfung)","Filterbed. missing (no tetanus shot)","Ordinal","IPtet_lz-96"
"IPtet_lz","Impfungen (1402)","Vaccinations (1402)","Letzte Tetanusimpfung","Last tetanus shot",-98,"Weiß nicht","I do not know","Ordinal","IPtet_lz-98"
"IPtet_lz","Impfungen (1402)","Vaccinations (1402)","Letzte Tetanusimpfung","Last tetanus shot",1,"Weniger als 10 Jahre","Less than 10 years","Ordinal","IPtet_lz1"
"IPtet_lz","Impfungen (1402)","Vaccinations (1402)","Letzte Tetanusimpfung","Last tetanus shot",2,"10 Jahre oder länger","10 years or more","Ordinal","IPtet_lz2"
"AMarztB","Arzneimittel (1403)","Medicines (1403)","Einnahme Medikamente v. Arzt verschrieben i.d.l. 2 Wo","Taking medications v. Doctor prescribed i.d.l. 2 Where",-97,"Nicht erhoben","not applicable","Nominal","AMarztB-97"
"AMarztB","Arzneimittel (1403)","Medicines (1403)","Einnahme Medikamente v. Arzt verschrieben i.d.l. 2 Wo","Taking medications v. Doctor prescribed i.d.l. 2 Where",1,"Ja","Yes","Nominal","AMarztB1"
"AMarztB","Arzneimittel (1403)","Medicines (1403)","Einnahme Medikamente v. Arzt verschrieben i.d.l. 2 Wo","Taking medications v. Doctor prescribed i.d.l. 2 Where",2,"Nein","No","Nominal","AMarztB2"
"AMfrei","Arzneimittel (1403)","Medicines (1403)","Einnahme Medikamente nicht v. Arzt verschrieben i.d.l. 2 Wo","v not taking medication. Doctor prescribed i.d.l. 2 Where",-97,"Nicht erhoben","not applicable","Nominal","AMfrei-97"
"AMfrei","Arzneimittel (1403)","Medicines (1403)","Einnahme Medikamente nicht v. Arzt verschrieben i.d.l. 2 Wo","v not taking medication. Doctor prescribed i.d.l. 2 Where",1,"Ja","Yes","Nominal","AMfrei1"
"AMfrei","Arzneimittel (1403)","Medicines (1403)","Einnahme Medikamente nicht v. Arzt verschrieben i.d.l. 2 Wo","v not taking medication. Doctor prescribed i.d.l. 2 Where",2,"Nein","No","Nominal","AMfrei2"
"AUarbzD_k","Arbeitsunfähigkeit (1404)","Incapacity (1404)","Krankheitsbedingt nicht zur Arbeit: Wochen","not due to illness to work: weeks",0,"An keinem Tag","On any day","Ordinal","AUarbzD_k0"
"AUarbzD_k","Arbeitsunfähigkeit (1404)","Incapacity (1404)","Krankheitsbedingt nicht zur Arbeit: Wochen","not due to illness to work: weeks",1,"1 bis 7 Tage","1 to 7 days","Ordinal","AUarbzD_k1"
"AUarbzD_k","Arbeitsunfähigkeit (1404)","Incapacity (1404)","Krankheitsbedingt nicht zur Arbeit: Wochen","not due to illness to work: weeks",10,"64 bis 70 Tage","64 to 70 days","Ordinal","AUarbzD_k10"
"AUarbzD_k","Arbeitsunfähigkeit (1404)","Incapacity (1404)","Krankheitsbedingt nicht zur Arbeit: Wochen","not due to illness to work: weeks",11,"71 bis 77 Tage","71 to 77 days","Ordinal","AUarbzD_k11"
"AUarbzD_k","Arbeitsunfähigkeit (1404)","Incapacity (1404)","Krankheitsbedingt nicht zur Arbeit: Wochen","not due to illness to work: weeks",12,"78 bis 84 Tage","78 to 84 days","Ordinal","AUarbzD_k12"
"AUarbzD_k","Arbeitsunfähigkeit (1404)","Incapacity (1404)","Krankheitsbedingt nicht zur Arbeit: Wochen","not due to illness to work: weeks",13,"85 bis 91 Tage","85-91 days","Ordinal","AUarbzD_k13"
"AUarbzD_k","Arbeitsunfähigkeit (1404)","Incapacity (1404)","Krankheitsbedingt nicht zur Arbeit: Wochen","not due to illness to work: weeks",14,"92 bis 98 Tage","92 to 98 days","Ordinal","AUarbzD_k14"
"AUarbzD_k","Arbeitsunfähigkeit (1404)","Incapacity (1404)","Krankheitsbedingt nicht zur Arbeit: Wochen","not due to illness to work: weeks",15,"99 bis 105 Tage","99 to 105 days","Ordinal","AUarbzD_k15"
"AUarbzD_k","Arbeitsunfähigkeit (1404)","Incapacity (1404)","Krankheitsbedingt nicht zur Arbeit: Wochen","not due to illness to work: weeks",16,"106 bis 112 Tage","106 to 112 days","Ordinal","AUarbzD_k16"
"AUarbzD_k","Arbeitsunfähigkeit (1404)","Incapacity (1404)","Krankheitsbedingt nicht zur Arbeit: Wochen","not due to illness to work: weeks",17,"113 bis 119 Tage","113-119 days","Ordinal","AUarbzD_k17"
"AUarbzD_k","Arbeitsunfähigkeit (1404)","Incapacity (1404)","Krankheitsbedingt nicht zur Arbeit: Wochen","not due to illness to work: weeks",18,"120 bis 126 Tage","120 to 126 days","Ordinal","AUarbzD_k18"
"AUarbzD_k","Arbeitsunfähigkeit (1404)","Incapacity (1404)","Krankheitsbedingt nicht zur Arbeit: Wochen","not due to illness to work: weeks",19,"127 bis 133 Tage","127 to 133 days","Ordinal","AUarbzD_k19"
"AUarbzD_k","Arbeitsunfähigkeit (1404)","Incapacity (1404)","Krankheitsbedingt nicht zur Arbeit: Wochen","not due to illness to work: weeks",2,"8 bis 14 Tage","8 to 14 days","Ordinal","AUarbzD_k2"
"AUarbzD_k","Arbeitsunfähigkeit (1404)","Incapacity (1404)","Krankheitsbedingt nicht zur Arbeit: Wochen","not due to illness to work: weeks",20,"134 bis 140 Tage","134-140 days","Ordinal","AUarbzD_k20"
"AUarbzD_k","Arbeitsunfähigkeit (1404)","Incapacity (1404)","Krankheitsbedingt nicht zur Arbeit: Wochen","not due to illness to work: weeks",21,"141 bis 147 Tage","141-147 days","Ordinal","AUarbzD_k21"
"AUarbzD_k","Arbeitsunfähigkeit (1404)","Incapacity (1404)","Krankheitsbedingt nicht zur Arbeit: Wochen","not due to illness to work: weeks",22,"148 bis 154 Tage","148-154 days","Ordinal","AUarbzD_k22"
"AUarbzD_k","Arbeitsunfähigkeit (1404)","Incapacity (1404)","Krankheitsbedingt nicht zur Arbeit: Wochen","not due to illness to work: weeks",23,"155 bis 161 Tage","155 to 161 days","Ordinal","AUarbzD_k23"
"AUarbzD_k","Arbeitsunfähigkeit (1404)","Incapacity (1404)","Krankheitsbedingt nicht zur Arbeit: Wochen","not due to illness to work: weeks",24,"162 bis 168 Tage","162-168 days","Ordinal","AUarbzD_k24"
"AUarbzD_k","Arbeitsunfähigkeit (1404)","Incapacity (1404)","Krankheitsbedingt nicht zur Arbeit: Wochen","not due to illness to work: weeks",25,"169 bis 175 Tage","169-175 days","Ordinal","AUarbzD_k25"
"AUarbzD_k","Arbeitsunfähigkeit (1404)","Incapacity (1404)","Krankheitsbedingt nicht zur Arbeit: Wochen","not due to illness to work: weeks",26,"176 bis 182 Tage","176-182 days","Ordinal","AUarbzD_k26"
"AUarbzD_k","Arbeitsunfähigkeit (1404)","Incapacity (1404)","Krankheitsbedingt nicht zur Arbeit: Wochen","not due to illness to work: weeks",27,"183 bis 189 Tage","183-189 days","Ordinal","AUarbzD_k27"
"AUarbzD_k","Arbeitsunfähigkeit (1404)","Incapacity (1404)","Krankheitsbedingt nicht zur Arbeit: Wochen","not due to illness to work: weeks",28,"190 bis 196 Tage","190-196 days","Ordinal","AUarbzD_k28"
"AUarbzD_k","Arbeitsunfähigkeit (1404)","Incapacity (1404)","Krankheitsbedingt nicht zur Arbeit: Wochen","not due to illness to work: weeks",29,"197 bis 203 Tage","197-203 days","Ordinal","AUarbzD_k29"
"AUarbzD_k","Arbeitsunfähigkeit (1404)","Incapacity (1404)","Krankheitsbedingt nicht zur Arbeit: Wochen","not due to illness to work: weeks",3,"15 bis 21 Tage","15 to 21 days","Ordinal","AUarbzD_k3"
